Model,Accuracy,Precision (weighted),Recall (weighted),F1-score (weighted),ROC-AUC (weighted OvR)
Logistic Regression,0.2970945641846277,0.6106247570682891,0.2970945641846277,0.38819868563634263,0.5775912748654698
